COD_PLAN,AVANCE_CARRERA,COD_ACCESO,COD_SUBACCESO,CONVOCATORIA,APERTURA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PROME_ACADE,PBM_CALCULADO,ESTRATO,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,COD_PROVINCIA,COD_MINICIPIO,COD_NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
L002,59.4,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,3.9,4.0,7,2,,,20.0,1.0,170,0,NO,Plantel Oficial,
L006,27.5,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,HOMBRE,22,9.0,3.4,3.4,2,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L006,46.2,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,3.5,3.6,25,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L001,46.9,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,3.7,3.8,15,2,20.0,1.0,11.0,1.0,170,0,NO,Plantel Oficial,
L006,52.2,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,9.0,4.1,4.1,10,2,20.0,1.0,8.0,1.0,170,0,NO,Plantel Privado,
L006,74.7,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,4.3,4.3,8,2,,,20.0,60.0,170,0,NO,Plantel Oficial,
L004,64.7,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,21,9.0,4.0,4.0,5,1,,,20.0,621.0,170,0,NO,Plantel Oficial,
L005,50.3,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,3.9,4.1,18,2,,,20.0,1.0,170,0,NO,Plantel Privado,
L002,50.3,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,22,8.0,3.8,3.9,5,2,,,20.0,621.0,170,0,NO,Plantel Oficial,
L006,68.1,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,4.4,4.4,9,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L004,59.3,1,29,2019-2S,2019-2S,TARJETA IDENTIDAD,MUJER,22,10.0,3.9,3.9,39,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,
L006,71.4,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,4.4,4.4,1,1,20.0,621.0,20.0,621.0,170,0,NO,Plantel Oficial,
L002,66.5,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,4.0,4.0,8,2,,,20.0,1.0,170,0,NO,Plantel Oficial,
L005,74.6,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10.0,4.3,4.3,39,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,
L006,62.1,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,4.1,4.1,1,1,20.0,621.0,20.0,1.0,170,0,NO,Plantel Oficial,
L003,58.2,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,20,9.0,4.0,4.0,3,1,,,20.0,621.0,170,0,NO,Plantel Oficial,
L004,64.0,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.0,4.0,8,2,,,20.0,621.0,170,0,NO,Plantel Oficial,
L005,47.5,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,3.8,3.9,14,3,20.0,621.0,20.0,1.0,170,0,NO,Plantel Oficial,
L001,61.5,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,3.6,3.7,3,1,,,20.0,1.0,170,0,NO,Plantel Privado,
L004,80.0,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,10.0,4.4,4.4,7,2,20.0,621.0,20.0,1.0,170,0,NO,Plantel Oficial,
L006,50.5,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,HOMBRE,20,9.0,3.4,3.6,15,2,,,20.0,1.0,170,0,NO,Plantel Oficial,
L002,78.7,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,4.3,4.3,4,2,20.0,621.0,20.0,621.0,170,0,NO,Plantel Oficial,
L001,55.3,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,21,9.0,3.8,3.8,34,2,,,15.0,1.0,170,0,NO,Plantel Privado,
L002,69.0,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,25,9.0,3.9,4.0,1,1,20.0,750.0,20.0,750.0,170,0,NO,Plantel Oficial,
L001,59.8,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,23,9.0,4.2,4.2,1,1,,,20.0,45.0,170,0,NO,Plantel Oficial,
L003,63.8,1,29,2020-1S,2020-1S,TARJETA IDENTIDAD,MUJER,22,9.0,4.0,4.0,1,1,,,20.0,443.0,170,0,NO,Plantel Oficial,
L004,38.7,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,24,9.0,3.5,3.8,1,1,,,20.0,13.0,170,0,NO,Plantel Oficial,
L005,70.1,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.2,4.2,5,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L002,56.1,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,28,10.0,3.6,3.6,1,1,20.0,621.0,20.0,621.0,170,0,NO,Plantel Oficial,
L004,44.0,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,9.0,3.7,3.8,3,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L004,81.3,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,21,9.0,4.6,4.6,9,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L006,32.4,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,4.0,4.0,4.0,37,2,20.0,621.0,20.0,1.0,170,0,NO,Plantel Oficial,651.74
L006,33.5,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,4.0,4.3,4.3,2,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,608.36
L002,23.9,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5.0,3.8,3.8,9,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,566.28
L002,27.7,1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,18,5.0,3.8,3.9,10,2,,,20.0,1.0,170,0,NO,Plantel Oficial,581.32
L004,26.7,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,18,5.0,3.9,4.1,2,1,,,47.0,245.0,170,0,NO,Plantel Oficial,416.32
L003,34.0,1,29,2022-1S,2022-1S,TARJETA IDENTIDAD,HOMBRE,18,5.0,4.0,4.0,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,317.04
L006,17.6,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,3.2,3.6,8,2,,,20.0,1.0,170,0,NO,Plantel Oficial,504.2
L002,16.1,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,27,5.0,3.2,3.3,6,2,,,20.0,1.0,170,0,NO,Plantel Privado,395.61
L004,18.7,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,3.5,3.6,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,363.34
L006,18.7,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,4.0,3.3,3.3,38,1,20.0,621.0,15.0,759.0,170,0,NO,Plantel Oficial,546.74
L005,23.2,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,20,5.0,3.6,3.6,1,1,20.0,750.0,20.0,1.0,170,0,NO,Plantel Oficial,437.68
L001,30.2,1,29,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,4.0,4.0,7,2,,,20.0,175.0,170,0,NO,Plantel Oficial,465.76
L004,16.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,27,6.0,3.6,3.6,1,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,457.79
L004,44.0,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,4.1,4.1,32,2,20.0,621.0,20.0,621.0,170,0,NO,Plantel Privado,501.81
L002,41.9,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.0,4.1,1,1,20.0,621.0,47.0,692.0,170,0,NO,Plantel Oficial,404.29
L004,48.7,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.1,4.2,4,0,20.0,570.0,20.0,570.0,170,0,NO,Plantel Oficial,469.77
L006,40.1,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,3.9,4.0,10,1,,,20.0,1.0,170,0,NO,Plantel Oficial,534.7
L006,12.6,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,6.0,2.8,3.2,49,3,,,20.0,1.0,170,0,NO,Plantel Privado,566.0
L001,46.9,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,3.5,3.5,36,3,,,68.0,679.0,170,0,NO,Plantel Privado,459.37
L003,59.6,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,3.8,3.9,6,2,,,20.0,621.0,170,0,NO,Plantel Oficial,413.48
L003,55.3,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,4.1,4.1,6,1,,,20.0,175.0,170,0,NO,Plantel Oficial,366.38
L004,39.3,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,MUJER,23,7.0,3.8,3.9,2,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,447.54
L006,54.9,1,29,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.4,4.4,7,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,620.47
L001,48.6,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,7.0,4.3,4.3,5,1,20.0,621.0,8.0,1.0,170,0,NO,Plantel Oficial,490.31
L001,57.0,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,3.9,3.9,1,1,,,20.0,45.0,170,0,NO,Plantel Oficial,
L006,36.3,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,23,8.0,3.5,3.7,1,1,,,20.0,443.0,170,0,NO,Plantel Oficial,561.53
L005,59.3,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,22,8.0,4.0,4.0,6,1,,,20.0,1.0,170,0,NO,Plantel Oficial,513.87
L004,54.7,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.0,4.0,6,1,,,20.0,1.0,170,0,NO,Plantel Privado,466.92
L005,40.1,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,3.8,3.9,4,1,,,20.0,517.0,170,0,NO,Plantel Oficial,533.33
L003,58.2,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,21,8.0,3.7,3.7,4,2,,,20.0,621.0,170,0,NO,Plantel Oficial,
L004,63.3,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.3,4.3,16,2,,,20.0,1.0,170,0,NO,Plantel Oficial,
L004,66.7,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.7,4.7,8,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,625.38
L006,41.2,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,3.7,3.7,34,7,,,44.0,874.0,170,0,NO,Plantel Oficial,541.53
L002,49.0,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,23,8.0,3.8,3.8,5,1,,,20.0,621.0,170,0,NO,Plantel Oficial,
L001,59.8,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,4.4,4.4,1,1,,,11.0,1.0,170,0,NO,Plantel Oficial,588.46
L005,49.7,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,3.8,3.8,1,1,20.0,750.0,20.0,750.0,170,0,NO,Plantel Oficial,
L002,47.1,1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,3.9,3.9,3,1,,,20.0,750.0,170,0,NO,Plantel Oficial,
L005,55.4,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,4.1,4.1,1,1,,,20.0,570.0,170,0,NO,Plantel Oficial,508.46
L006,46.2,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,4.0,4.0,57,7,,,20.0,60.0,170,0,NO,Plantel Oficial,
L006,26.9,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,3.2,3.5,2,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,556.15
L005,26.6,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,3.3,3.4,33,7,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L001,61.5,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,25,8.0,4.4,4.4,5,1,,,47.0,288.0,170,0,NO,Plantel Oficial,
L002,49.7,1,29,2020-2S,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,4.0,4.0,2,1,,,20.0,621.0,170,0,NO,Plantel Oficial,
L005,46.9,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,3.8,3.8,12,1,,,44.0,110.0,170,0,NO,Plantel Oficial,454.61
L002,14.8,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,MUJER,26,7.0,2.8,2.8,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,335.38
L006,36.8,1,29,2020-2S,2020-2S,NUMERO DE CEDULA,HOMBRE,21,7.0,3.7,3.8,52,7,,,47.0,288.0,170,0,NO,Plantel Oficial,
L003,18.4,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,23,6.0,3.7,3.7,1,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,278.55
L004,36.7,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,3.9,3.9,1,1,,,20.0,621.0,170,0,NO,Plantel Oficial,382.35
L003,24.1,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,23,5.0,4.1,4.1,1,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,282.26
L002,39.4,1,29,2021-2S,2021-2S,TARJETA IDENTIDAD,MUJER,19,6.0,4.0,4.1,3,1,,,68.0,1.0,170,0,NO,Plantel Oficial,489.54
L001,40.2,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,4.4,4.4,25,1,,,44.0,78.0,170,0,NO,Plantel Oficial,562.85
L004,37.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,21,6.0,4.1,4.1,3,0,,,20.0,1.0,170,0,NO,Plantel Oficial,405.19
L003,36.9,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,23,6.0,3.9,3.9,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,458.6
L006,20.3,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,3.6,3.7,27,1,,,20.0,1.0,170,0,NO,Plantel Privado,461.66
L004,24.7,3,29,2021-2S,2023-1S,NUMERO DE CEDULA,MUJER,20,3.0,4.0,4.0,6,2,,,11.0,1.0,170,0,NO,Plantel Oficial,
L002,7.7,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,24,5.0,2.3,2.7,1,1,20.0,1.0,47.0,288.0,170,0,NO,Plantel Privado,297.09
L005,26.0,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,3.7,3.9,3,1,,,47.0,555.0,170,0,NO,Plantel Oficial,540.23
L005,45.8,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,4.4,4.4,2,1,20.0,1.0,20.0,570.0,170,0,NO,Plantel Oficial,590.16
L005,28.2,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,24,6.0,3.4,3.5,1,1,20.0,45.0,2.0,999.0,862,0,NO,Plantel Oficial,540.81
L006,17.6,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,20,6.0,3.0,3.3,1,1,,,20.0,1.0,170,0,NO,Plantel Privado,532.39
L006,38.5,1,29,2021-2S,2021-2S,NUMERO DE CEDULA,HOMBRE,19,6.0,4.3,4.3,2,1,,,20.0,13.0,170,0,NO,Plantel Oficial,481.04
L005,19.8,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,4.3,4.3,28,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,574.928
L005,13.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,3.4,3.7,8,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,599.606
L006,22.0,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,MUJER,18,4.0,4.4,4.4,8,1,,,20.0,1.0,170,0,NO,Plantel Oficial,563.191
L006,23.1,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,18,4.0,4.1,4.1,1,1,20.0,1.0,13.0,1.0,170,0,NO,Plantel Oficial,597.335
L005,15.8,1,29,2022-2S,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,3.8,3.8,25,1,,,20.0,1.0,170,0,NO,Plantel Privado,554.188
L001,21.2,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,4.5,4.5,2,1,,,,,862,0,NO,Plantel Oficial,569.458
L006,4.9,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,21,4.0,3.4,3.5,5,1,,,8.0,1.0,170,0,NO,Plantel Oficial,548.602
L003,14.9,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,24,4.0,3.3,3.3,1,0,,,13.0,1.0,170,0,NO,Plantel Oficial,350.297
L002,7.1,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4.0,3.1,3.1,3,1,,,2.0,999.0,862,0,NO,Plantel Privado,447.584
L005,19.8,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,18,4.0,4.3,4.3,16,1,,,20.0,1.0,170,0,NO,Plantel Privado,560.799
L003,22.0,3,29,2022-2S,2023-2S,NUMERO DE CEDULA,MUJER,24,2.0,4.3,4.3,1,1,,,20.0,750.0,170,0,NO,Plantel Oficial,
L004,18.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,18,4.0,4.1,4.1,9,1,,,20.0,1.0,170,0,NO,Plantel Oficial,425.051
L006,20.9,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,4.1,4.1,4,1,,,20.0,621.0,170,0,NO,Plantel Oficial,619.467
L001,21.2,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,20,4.0,3.8,3.8,1,1,,,2.0,999.0,862,0,NO,Plantel Oficial,401.996
L004,20.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,4.1,4.1,11,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,402.405
L004,18.0,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,4.3,4.3,2,1,,,44.0,1.0,170,0,NO,Plantel Oficial,437.537
L002,13.5,1,29,2022-2S,2022-2S,NUMERO DE CEDULA,HOMBRE,20,4.0,3.8,3.8,10,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,422.518
L006,9.3,1,21,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,3.9,3.9,12,1,,,20.0,238.0,170,0,NO,Plantel Oficial,647.655
L003,9.9,1,24,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,3.4,3.4,1,1,,,20.0,621.0,170,1,NO,Plantel Oficial,409.301
L002,10.3,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,4.2,4.2,6,2,,,20.0,1.0,170,0,NO,Plantel Oficial,525.626
L002,10.3,1,3,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,4.2,4.2,7,1,,,70.0,1.0,170,0,NO,Plantel Oficial,474.748
L002,12.9,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,16,3.0,4.0,4.0,3,1,,,20.0,13.0,170,0,NO,Plantel Oficial,415.563
L002,9.0,1,24,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,18,3.0,3.7,3.7,1,1,20.0,621.0,20.0,621.0,170,1,NO,Plantel Oficial,392.934
L001,8.9,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,4.1,4.1,55,3,,,11.0,1.0,170,0,NO,Plantel Privado,505.89
L002,10.3,1,3,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,3.9,3.9,7,0,,,20.0,1.0,170,0,NO,Plantel Oficial,455.867
L001,10.6,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,4.2,4.2,2,1,,,20.0,1.0,170,0,NO,Plantel Oficial,616.082
L006,9.9,1,1,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,18,3.0,3.5,3.5,64,7,,,20.0,1.0,170,0,NO,Plantel Privado,562.64
L002,7.1,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,3.7,3.8,14,1,,,8.0,1.0,170,0,NO,Plantel Oficial,474.468
L005,9.0,1,24,2023-1S,2023-1S,NUMERO DE CEDULA,MUJER,24,3.0,4.1,4.1,5,1,,,20.0,13.0,170,1,NO,Plantel Oficial,458.566
L002,12.9,1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,4.0,4.0,4,1,,,20.0,621.0,170,1,NO,Plantel Oficial,471.394
L006,11.0,1,1,2023-1S,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,4.2,4.2,51,3,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,632.022
L002,4.5,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,4.0,4.0,22,1,20.0,750.0,20.0,1.0,170,0,NO,Plantel Oficial,491.093
L003,5.0,1,24,2023-1S,2023-1S,NUMERO DE CEDULA,HOMBRE,19,2.0,3.2,3.2,2,1,,,2.0,999.0,862,1,NO,Plantel Oficial,425.481
L005,0.0,1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,,47,2,,,20.0,1.0,170,1,NO,Plantel Privado,529.337
L002,0.0,1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,16,,,,38,1,,,20.0,1.0,170,0,NO,Plantel Oficial,479.648
L001,0.0,1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,20,,,,41,2,,,20.0,621.0,170,1,NO,Plantel Oficial,448.867
L004,0.0,1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,19,,,,6,2,,,20.0,13.0,170,1,NO,Plantel Oficial,425.025
L003,0.0,1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,19,,,,34,1,,,20.0,621.0,170,1,NO,Plantel Oficial,403.792
L003,5.0,1,1,2023-2S,2023-2S,NUMERO DE CEDULA,MUJER,22,2.0,4.3,4.3,4,2,,,20.0,621.0,170,0,NO,Plantel Oficial,328.138
L003,2.8,1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,19,2.0,3.4,3.4,19,2,,,11.0,1.0,170,0,NO,Plantel Privado,441.198
L002,5.8,1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,25,2.0,3.2,3.2,11,1,20.0,60.0,20.0,1.0,170,0,NO,Plantel Privado,341.411
L002,4.5,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,3.9,3.9,37,2,,,11.0,1.0,170,0,NO,Plantel Privado,438.015
L004,0.0,1,24,2024-1S,2024-1S,NUMERO DE CEDULA,MUJER,18,,,,64,7,,,20.0,1.0,170,1,NO,Plantel Oficial,522.576
L006,0.0,1,1,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,19,,,,39,2,,,20.0,1.0,170,0,NO,Plantel Oficial,567.847
L003,0.0,1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,18,,,,61,7,,,68.0,1.0,170,1,NO,Plantel Oficial,462.569
L004,0.0,1,21,2024-1S,2024-1S,TARJETA IDENTIDAD,MUJER,17,,,,2,1,,,20.0,32.0,170,0,NO,Plantel Oficial,470.694
L006,3.8,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,4.4,4.4,4,1,,,,,862,0,NO,Plantel Oficial,888.484
L006,4.9,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,4.4,4.4,44,2,,,11.0,1.0,170,0,NO,Plantel Privado,733.703
L006,3.8,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,18,2.0,4.3,4.3,19,3,,,20.0,1.0,170,0,NO,Plantel Oficial,596.535
L006,2.2,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,MUJER,17,2.0,4.5,4.5,46,3,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,652.199
L006,3.8,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,4.6,4.6,24,1,20.0,1.0,20.0,1.0,170,0,NO,Plantel Privado,673.278
L006,3.8,1,1,2023-2S,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,4.6,4.6,14,2,20.0,443.0,20.0,1.0,170,0,NO,Plantel Oficial,539.343
L005,6.2,1,1,2023-2S,2023-2S,NUMERO DE CEDULA,HOMBRE,20,2.0,3.3,3.3,30,3,,,20.0,1.0,170,0,NO,Plantel Privado,663.86
L005,0.0,1,1,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,,20,2,,,23.0,1.0,170,0,NO,Plantel Oficial,472.867
L003,0.0,1,24,2024-1S,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,,2,1,,,20.0,621.0,170,1,NO,Plantel Oficial,478.129
L005,0.0,1,24,2024-1S,2024-1S,NUMERO DE CEDULA,HOMBRE,24,,,,36,1,,,20.0,750.0,170,1,NO,Nocturno,462.727
L003,86.5,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,10.0,4.4,4.4,14,1,20.0,621.0,20.0,1.0,170,0,NO,Plantel Oficial,
L004,76.7,1,29,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,24,10.0,4.5,4.5,8,2,20.0,1.0,20.0,1.0,170,0,NO,Plantel Oficial,
L005,74.0,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.3,4.4,1,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
L004,76.7,1,29,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.1,4.1,3,1,,,20.0,1.0,170,0,NO,Plantel Oficial,
